Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,111.3499984741211,111.73999786376953,107.12999725341797,107.19999694824219,102.9228286743164,8110400
2023-01-04,109.80000305175781,112.2300033569336,108.80999755859375,111.52999877929688,107.08007049560547,7614200
2023-01-05,109.93000030517578,110.91999816894531,109.12999725341797,109.4000015258789,105.03504943847656,7546000
2023-01-06,110.95999908447266,115.9800033569336,110.05000305175781,115.33999633789062,110.73805236816406,10259300
2023-01-09,116.7300033569336,118.8499984741211,113.54000091552734,114.61000061035156,110.03717803955078,10291800
2023-01-10,114.0199966430664,116.97000122070312,113.72000122070312,116.91000366210938,112.24541473388672,6384800
2023-01-11,117.44000244140625,118.5,115.16999816894531,118.38999938964844,113.6663589477539,7374400
2023-01-12,119.23999786376953,122.37999725341797,117.6500015258789,121.58999633789062,116.7386703491211,9527600
2023-01-13,119.81999969482422,121.41999816894531,119.72000122070312,120.23999786376953,115.44255065917969,8040400
2023-01-17,119.73999786376953,121.31999969482422,119.0199966430664,120.27999877929688,115.48094177246094,6179500
2023-01-18,121.62000274658203,123.98999786376953,121.01000213623047,122.04000091552734,117.17073059082031,10960400
2023-01-19,121.05999755859375,121.0999984741211,117.41999816894531,117.58000183105469,112.88867950439453,8716200
2023-01-20,118.41999816894531,122.95999908447266,117.33999633789062,122.9000015258789,117.99642181396484,8895000
2023-01-23,126.54000091552734,132.05999755859375,125.81999969482422,131.02999877929688,125.80204010009766,13419500
2023-01-24,130.5500030517578,132.97000122070312,130.14999389648438,130.6999969482422,125.4852066040039,7952400
2023-01-25,128.4499969482422,131.5399932861328,127.69999694824219,131.1699981689453,125.93645477294922,6880300
2023-01-26,134.41000366210938,134.85000610351562,131.16000366210938,133.9600067138672,128.6151580810547,7413600
2023-01-27,131.49000549316406,134.88999938964844,131.4199981689453,133.39999389648438,128.0774688720703,6581900
2023-01-30,131.0500030517578,132.39999389648438,130.14999389648438,131.6300048828125,126.37810516357422,9854300
2023-01-31,131.32000732421875,133.63999938964844,131.32000732421875,133.2100067138672,127.89508819580078,7125100
2023-02-01,132.67999267578125,139.94000244140625,132.67999267578125,138.4600067138672,132.9355926513672,10500600
2023-02-02,138.4600067138672,139.16000366210938,134.8000030517578,135.85000610351562,130.42974853515625,17673200
2023-02-03,131.16000366210938,138.39999389648438,128.57000732421875,135.02000427246094,129.6328582763672,13187300
2023-02-06,132.27000427246094,134.8800048828125,131.86000061035156,132.92999267578125,127.62621307373047,6830500
2023-02-07,133.14999389648438,137.3800048828125,132.3300018310547,136.6300048828125,131.1785888671875,7664200
2023-02-08,135.30999755859375,136.27999877929688,131.75999450683594,132.1699981689453,126.89655303955078,7151700
2023-02-09,133.88999938964844,135.22999572753906,129.9199981689453,130.52999877929688,125.32198333740234,5717500
2023-02-10,129.2899932861328,129.94000244140625,127.62000274658203,128.99000549316406,123.84342193603516,5319200
2023-02-13,129.4600067138672,131.42999267578125,128.38999938964844,130.83999633789062,125.6196060180664,5550400
2023-02-14,129.1999969482422,132.8800048828125,128.36000061035156,132.33999633789062,127.05975341796875,5579900
2023-02-15,130.60000610351562,133.3300018310547,130.3000030517578,133.07000732421875,127.76065826416016,3501100
2023-02-16,130.75,132.58999633789062,129.9499969482422,130.16000366210938,124.96673583984375,5788400
2023-02-17,129.5,129.80999755859375,126.95999908447266,127.72000122070312,122.62411499023438,6022500
2023-02-21,125.45999908447266,127.62000274658203,123.55000305175781,123.69999694824219,118.76448822021484,8164400
2023-02-22,124.31999969482422,124.97000122070312,122.91999816894531,123.94999694824219,119.0045166015625,5517800
2023-02-23,126.61000061035156,127.2300033569336,123.66999816894531,126.19999694824219,121.16474914550781,6440200
2023-02-24,124.23999786376953,124.70999908447266,123.18000030517578,124.33999633789062,119.37895202636719,7357200
2023-02-27,126.5,126.5999984741211,123.04000091552734,123.41999816894531,118.49567413330078,7787200
2023-02-28,123.62000274658203,125.0999984741211,122.91999816894531,123.52999877929688,118.60128021240234,6491800
2023-03-01,123.77999877929688,125.47000122070312,122.9800033569336,123.68000030517578,119.47064971923828,5530600
2023-03-02,122.16000366210938,124.26000213623047,120.86000061035156,123.77999877929688,119.5672378540039,5258900
2023-03-03,123.98999786376953,124.20999908447266,121.66999816894531,123.5999984741211,119.39336395263672,7052100
2023-03-06,124.27999877929688,125.16999816894531,122.02999877929688,122.41000366210938,118.24388122558594,7031300
2023-03-07,122.4800033569336,122.5,118.27999877929688,119.19000244140625,115.13346099853516,8879700
2023-03-08,119.55000305175781,121.75,119.3499984741211,121.19999694824219,117.07505798339844,7633900
2023-03-09,121.27999877929688,121.91999816894531,116.94000244140625,117.22000122070312,113.23051452636719,8055500
2023-03-10,117.54000091552734,118.2300033569336,114.52999877929688,115.19000244140625,111.26960754394531,6884500
2023-03-13,113.76000213623047,116.23999786376953,113.27999877929688,114.43000030517578,110.53546905517578,7673700
2023-03-14,116.41000366210938,117.05999755859375,113.91999816894531,116.55000305175781,112.58332061767578,8312100
2023-03-15,115.25,116.18000030517578,113.13999938964844,115.48999786376953,111.55937957763672,8596900
2023-03-16,117.0,120.83000183105469,115.91000366210938,120.51000213623047,116.4085464477539,11207800
2023-03-17,120.77999877929688,122.87000274658203,119.1500015258789,120.7300033569336,116.62105560302734,12304100
2023-03-20,120.7699966430664,122.0199966430664,119.80999755859375,121.81999969482422,117.67394256591797,5945000
2023-03-21,122.98999786376953,125.06999969482422,122.1500015258789,123.80000305175781,119.5865707397461,6900600
2023-03-22,124.0,126.23999786376953,121.87000274658203,121.97000122070312,117.81884765625,7072700
2023-03-23,123.94000244140625,127.0,122.0999984741211,124.1500015258789,119.92464447021484,7353800
2023-03-24,123.62999725341797,124.93000030517578,122.25,124.76000213623047,120.5138931274414,6987200
2023-03-27,125.73999786376953,126.05999755859375,123.31999969482422,123.5999984741211,119.39336395263672,4818000
2023-03-28,123.5999984741211,123.68000030517578,120.20999908447266,121.33999633789062,117.21028137207031,5272100
2023-03-29,123.41999816894531,125.95999908447266,123.25,125.08999633789062,120.83264923095703,6410100
2023-03-30,127.08000183105469,128.19000244140625,126.43000030517578,127.4000015258789,123.06403350830078,8156400
