Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,135.24000549316406,136.74000549316406,133.88999938964844,135.1199951171875,128.93408203125,11054800
2023-01-04,135.99000549316406,137.67999267578125,135.57000732421875,136.3800048828125,130.13638305664062,11687600
2023-01-05,135.66000366210938,135.7100067138672,133.6999969482422,135.35000610351562,130.10755920410156,8381300
2023-01-06,136.1300048828125,138.3800048828125,134.49000549316406,137.94000244140625,132.5972137451172,10029100
2023-01-09,138.60000610351562,138.8800048828125,136.8800048828125,137.3699951171875,132.04928588867188,8482300
2023-01-10,137.7899932861328,138.72000122070312,137.30999755859375,138.60000610351562,133.2316436767578,9048700
2023-01-11,138.89999389648438,139.75,138.10000610351562,139.6300048828125,134.22177124023438,8703700
2023-01-12,140.0,140.86000061035156,139.22000122070312,139.49000549316406,134.08717346191406,11001700
2023-01-13,135.60000610351562,143.49000549316406,134.8000030517578,143.00999450683594,137.47084045410156,20200000
2023-01-17,141.1699981689453,141.5399932861328,139.22999572753906,140.8000030517578,135.34645080566406,14292900
2023-01-18,138.9199981689453,140.72999572753906,136.41000366210938,136.57000732421875,131.28030395507812,13392600
2023-01-19,135.32000732421875,135.89999389648438,133.58999633789062,134.75,129.53079223632812,13303400
2023-01-20,135.16000366210938,135.49000549316406,133.5500030517578,135.0800018310547,129.84799194335938,13092500
2023-01-23,135.1199951171875,137.9600067138672,134.82000732421875,137.27000427246094,131.95318603515625,10487100
2023-01-24,136.4199981689453,140.2899932861328,135.0,138.4499969482422,133.0874481201172,6945000
2023-01-25,138.0500030517578,139.1199951171875,137.25,139.1199951171875,133.7315216064453,8967000
2023-01-26,139.4199981689453,140.05999755859375,138.36000061035156,139.97999572753906,134.55819702148438,7487600
2023-01-27,140.61000061035156,141.25999450683594,139.75,140.32000732421875,134.88507080078125,7489900
2023-01-30,139.22999572753906,140.08999633789062,138.91000366210938,139.1300048828125,133.74114990234375,6729300
2023-01-31,139.8800048828125,140.07000732421875,138.25,139.9600067138672,134.53895568847656,9188700
2023-02-01,138.2100067138672,140.8800048828125,138.1199951171875,139.58999633789062,134.18328857421875,8841800
2023-02-02,140.0,140.4600067138672,138.0,138.94000244140625,133.55848693847656,11822100
2023-02-03,138.17999267578125,142.3300018310547,138.1300048828125,141.08999633789062,135.62521362304688,11501200
2023-02-06,140.22999572753906,142.24000549316406,140.02999877929688,141.9199981689453,136.42308044433594,8406200
2023-02-07,141.3800048828125,144.33999633789062,141.17999267578125,143.64999389648438,138.0860595703125,10447900
2023-02-08,142.64999389648438,144.0399932861328,142.27999877929688,142.63999938964844,137.1151885986328,6958000
2023-02-09,143.1199951171875,143.33999633789062,139.8699951171875,140.4199981689453,134.98117065429688,6443100
2023-02-10,139.77999877929688,141.27999877929688,138.58999633789062,141.0399932861328,135.5771484375,6582900
2023-02-13,141.3000030517578,142.72999572753906,140.74000549316406,142.57000732421875,137.04788208007812,7134600
2023-02-14,142.5,143.80999755859375,141.60000610351562,143.1999969482422,137.6534881591797,9249400
2023-02-15,141.61000061035156,143.88999938964844,141.3000030517578,143.8000030517578,138.23025512695312,6728300
2023-02-16,142.91000366210938,143.38999938964844,141.67999267578125,141.82000732421875,136.32696533203125,8165300
2023-02-17,140.97999572753906,142.8300018310547,140.07000732421875,142.24000549316406,136.73068237304688,7948800
2023-02-21,140.69000244140625,141.33999633789062,138.75,139.6300048828125,134.22177124023438,9996300
2023-02-22,138.9199981689453,139.42999267578125,137.44000244140625,138.55999755859375,133.19320678710938,11107500
2023-02-23,138.72999572753906,140.1699981689453,137.94000244140625,139.6699981689453,134.26023864746094,8068000
2023-02-24,139.11000061035156,141.36000061035156,138.92999267578125,140.92999267578125,135.47140502929688,9126900
2023-02-27,142.11000061035156,143.30999755859375,141.72000122070312,142.16000366210938,136.6537628173828,10014700
2023-02-28,142.94000244140625,143.75999450683594,141.89999389648438,143.35000610351562,137.79769897460938,11019800
2023-03-01,142.10000610351562,143.4600067138672,141.8000030517578,142.5500030517578,137.02865600585938,7139200
2023-03-02,142.24000549316406,142.42999267578125,139.5399932861328,141.07000732421875,135.60601806640625,11106800
2023-03-03,141.50999450683594,143.74000549316406,141.0800018310547,143.66000366210938,138.09568786621094,9513100
2023-03-06,143.44000244140625,144.0399932861328,142.66000366210938,142.82000732421875,137.28819274902344,9261300
2023-03-07,142.00999450683594,142.30999755859375,137.80999755859375,138.6199951171875,133.25086975097656,11747600
2023-03-08,138.0,138.58999633789062,136.88999938964844,137.8000030517578,132.462646484375,10002500
2023-03-09,136.75999450683594,137.35000610351562,129.22000122070312,130.33999633789062,125.29159545898438,25888100
2023-03-10,128.9600067138672,135.25999450683594,127.81999969482422,133.64999389648438,128.473388671875,37599700
2023-03-13,131.2100067138672,133.8800048828125,129.41000366210938,131.25,126.16632843017578,42901100
2023-03-14,135.27999877929688,135.52999877929688,131.2899932861328,134.6199951171875,129.4058074951172,29648100
2023-03-15,130.97999572753906,130.99000549316406,126.7300033569336,128.25999450683594,123.29214477539062,34280600
2023-03-16,128.00999450683594,131.9499969482422,126.0199966430664,130.75,125.68571472167969,24558500
2023-03-17,128.3800048828125,128.47999572753906,125.44999694824219,125.80999755859375,120.93704223632812,38396000
2023-03-20,126.98999786376953,129.47000122070312,126.01000213623047,127.13999938964844,122.21553039550781,22875500
2023-03-21,130.58999633789062,131.72999572753906,130.19000244140625,130.5500030517578,125.49346160888672,17807800
2023-03-22,130.55999755859375,130.66000366210938,127.08000183105469,127.18000030517578,122.25399017333984,17250200
2023-03-23,127.9000015258789,129.52999877929688,126.0199966430664,126.83999633789062,121.92715454101562,16677600
2023-03-24,125.62999725341797,125.68000030517578,123.11000061035156,124.91000366210938,120.07191467285156,22311100
2023-03-27,126.79000091552734,129.3800048828125,126.29000091552734,128.49000549316406,123.51325225830078,18853900
2023-03-28,128.7100067138672,129.33999633789062,127.73999786376953,128.8800048828125,123.88814544677734,10820500
2023-03-29,130.10000610351562,130.22000122070312,127.7699966430664,129.13999938964844,124.13807678222656,14595300
2023-03-30,129.9499969482422,130.1199951171875,127.6500015258789,128.75,123.76317596435547,12134700
2023-03-31,129.66000366210938,130.33999633789062,128.85000610351562,130.30999755859375,125.26275634765625,13105200
2023-04-03,129.91000366210938,131.44000244140625,129.41000366210938,130.16000366210938,125.11856842041016,11775400
2023-04-04,130.5,130.58999633789062,127.41000366210938,128.4199981689453,123.44596099853516,11579900
2023-04-05,126.80000305175781,128.14999389648438,126.45999908447266,127.61000061035156,123.6300277709961,9614700
2023-04-06,127.0,128.0800018310547,126.86000061035156,127.47000122070312,123.49440002441406,8760200
2023-04-10,126.54000091552734,128.22999572753906,126.22000122070312,127.88999938964844,123.90130615234375,9477300
2023-04-11,128.3000030517578,128.94000244140625,127.54000091552734,128.52000427246094,124.51165008544922,10516300
2023-04-12,129.17999267578125,130.42999267578125,128.05999755859375,128.5,124.49227142333984,11821000
2023-04-13,128.4600067138672,129.0399932861328,126.83000183105469,128.99000549316406,124.96700286865234,12450200
2023-04-14,135.14999389648438,139.1199951171875,134.89999389648438,138.72999572753906,134.40322875976562,43931300
2023-04-17,139.9499969482422,140.05999755859375,137.66000366210938,139.8300018310547,135.4689178466797,16050500
2023-04-18,140.27000427246094,141.77999877929688,139.02999877929688,141.39999389648438,136.9899139404297,13760100
2023-04-19,141.22999572753906,141.5,140.39999389648438,141.22000122070312,136.81556701660156,9158100
2023-04-20,139.91000366210938,141.42999267578125,139.83999633789062,140.80999755859375,136.4183349609375,10586200
2023-04-21,139.74000549316406,141.11000061035156,138.77999877929688,140.5399932861328,136.15675354003906,11842500
2023-04-24,140.4600067138672,141.10000610351562,140.0399932861328,140.72999572753906,136.34083557128906,7567500
2023-04-25,139.60000610351562,139.9600067138672,137.6300048828125,137.6699981689453,133.37628173828125,10629300
2023-04-26,137.6199951171875,137.80999755859375,134.0,135.22999572753906,131.0123748779297,14416100
2023-04-27,136.0,137.91000366210938,135.66000366210938,137.0500030517578,132.77561950683594,9041100
2023-04-28,136.55999755859375,138.32000732421875,135.6699981689453,138.24000549316406,133.92849731445312,9881800
2023-05-01,142.25999450683594,143.3699951171875,140.8300018310547,141.1999969482422,136.79617309570312,20415800
2023-05-02,141.39999389648438,142.41000366210938,138.42999267578125,138.9199981689453,134.58731079101562,14113400
2023-05-03,138.44000244140625,138.6699981689453,135.75999450683594,135.97999572753906,131.73898315429688,12930900
2023-05-04,134.9600067138672,135.72000122070312,131.80999755859375,134.1199951171875,129.9369659423828,17089200
2023-05-05,136.44000244140625,137.8800048828125,135.91000366210938,136.74000549316406,132.47528076171875,11259100
2023-05-08,137.49000549316406,137.97000122070312,136.47999572753906,137.07000732421875,132.7949981689453,7484900
2023-05-09,135.92999267578125,136.9499969482422,135.2100067138672,136.41000366210938,132.15557861328125,7343600
2023-05-10,137.9499969482422,138.05999755859375,134.8699951171875,136.47999572753906,132.22337341308594,8133400
2023-05-11,135.0,136.80999755859375,134.89999389648438,136.0500030517578,131.80679321289062,7057300
2023-05-12,136.82000732421875,136.99000549316406,133.1300048828125,134.10000610351562,129.91761779785156,9986400
2023-05-15,134.27000427246094,135.6699981689453,133.9600067138672,135.22999572753906,131.0123748779297,7639500
2023-05-16,135.4600067138672,135.94000244140625,133.9600067138672,134.32000732421875,130.13075256347656,6477200
2023-05-17,135.89999389648438,138.58999633789062,135.4600067138672,138.4499969482422,134.13194274902344,12711500
2023-05-18,138.27000427246094,139.72999572753906,137.75999450683594,139.5,135.14918518066406,10999600
2023-05-19,139.7899932861328,140.49000549316406,138.1300048828125,139.17999267578125,134.83917236328125,13490700
2023-05-22,141.0,141.63999938964844,137.66000366210938,138.02999877929688,133.7250518798828,11402500
2023-05-23,137.5399932861328,139.02999877929688,136.4600067138672,136.58999633789062,132.32994079589844,9514900
2023-05-24,135.39999389648438,136.35000610351562,135.0800018310547,135.33999633789062,131.11892700195312,8578000
2023-05-25,134.82000732421875,136.27000427246094,134.5800018310547,135.6699981689453,131.4386444091797,8472500
2023-05-26,136.11000061035156,137.60000610351562,135.6300048828125,136.94000244140625,132.66903686523438,8579900
2023-05-30,136.8000030517578,137.72000122070312,136.02000427246094,137.4600067138672,133.17283630371094,7399900
2023-05-31,136.72999572753906,136.83999633789062,134.39999389648438,135.7100067138672,131.47740173339844,14219900
2023-06-01,136.52000427246094,138.22999572753906,135.4499969482422,137.5800018310547,133.28907775878906,12248100
2023-06-02,139.55999755859375,141.47999572753906,139.33999633789062,140.47000122070312,136.0889434814453,12917200
2023-06-05,140.11000061035156,140.11000061035156,138.1300048828125,139.08999633789062,134.75198364257812,8511900
2023-06-06,138.67999267578125,140.10000610351562,138.2100067138672,139.33999633789062,134.99417114257812,9329500
2023-06-07,139.5500030517578,141.27000427246094,138.8300018310547,140.69000244140625,136.30209350585938,9281400
2023-06-08,140.6699981689453,140.88999938964844,139.47999572753906,140.72999572753906,136.34083557128906,7368100
2023-06-09,140.35000610351562,141.8000030517578,140.2100067138672,141.00999450683594,136.61207580566406,7249100
2023-06-12,141.07000732421875,141.32000732421875,139.75999450683594,141.0,136.6024169921875,7596600
2023-06-13,140.47999572753906,142.8699951171875,140.13999938964844,142.02000427246094,137.59060668945312,7701600
2023-06-14,143.0,143.61000061035156,140.6999969482422,141.49000549316406,137.0771484375,9068700
2023-06-15,140.58999633789062,143.39999389648438,140.02999877929688,143.08999633789062,138.6272430419922,9343100
2023-06-16,143.0500030517578,143.97000122070312,142.5,143.25999450683594,138.79193115234375,13812100
2023-06-20,142.61000061035156,143.0,141.0399932861328,142.52999877929688,138.08470153808594,8428600
2023-06-21,142.89999389648438,144.02000427246094,141.69000244140625,142.32000732421875,137.8812713623047,9926500
2023-06-22,142.30999755859375,142.60000610351562,138.9499969482422,139.5800018310547,135.22671508789062,10075200
2023-06-23,138.5399932861328,139.17999267578125,137.6199951171875,138.85000610351562,134.51947021484375,9907500
2023-06-26,138.8699951171875,140.00999450683594,137.69000244140625,139.19000244140625,134.848876953125,8429700
2023-06-27,139.0,139.83999633789062,138.5399932861328,139.1999969482422,134.85855102539062,8154000
2023-06-28,139.16000366210938,139.2100067138672,137.9600067138672,138.58999633789062,134.26756286621094,7558600
2023-06-29,140.07000732421875,143.55999755859375,139.85000610351562,143.42999267578125,138.9566192626953,15423200
2023-06-30,144.60000610351562,146.0,143.66000366210938,145.44000244140625,140.90394592285156,14208500
2023-07-03,146.19000244140625,147.47999572753906,146.0,146.61000061035156,142.03744506835938,8021600
2023-07-05,144.94000244140625,145.42999267578125,144.36000061035156,144.63999938964844,141.09124755859375,8934900
2023-07-06,143.02000427246094,143.38999938964844,141.44000244140625,143.2100067138672,139.6963348388672,9709500
2023-07-07,143.91000366210938,145.83999633789062,143.0,144.33999633789062,140.79859924316406,8977500
2023-07-10,144.5,145.99000549316406,144.5,145.14999389648438,141.58872985839844,9100100
2023-07-11,146.33999633789062,147.82000732421875,145.7100067138672,147.4199981689453,143.80303955078125,11265600
2023-07-12,147.4499969482422,149.8699951171875,147.0,148.14999389648438,144.51513671875,11323200
2023-07-13,148.6999969482422,149.3699951171875,147.75,148.8699951171875,145.2174530029297,11234900
2023-07-14,151.5500030517578,152.88999938964844,148.41000366210938,149.77000427246094,146.0953826904297,27011600
2023-07-17,150.35000610351562,153.75,150.35000610351562,153.3800048828125,149.6168212890625,17262400
2023-07-18,153.3800048828125,154.39999389648438,152.82000732421875,153.66000366210938,149.88995361328125,13491700
2023-07-19,152.75,155.2100067138672,152.22000122070312,154.25,150.4654541015625,12510000
2023-07-20,154.52999877929688,156.58999633789062,154.41000366210938,156.14999389648438,152.31884765625,9935900
2023-07-21,155.8000030517578,156.13999938964844,154.69000244140625,154.9499969482422,151.14828491210938,10633100
2023-07-24,154.97000122070312,158.7899932861328,154.72999572753906,158.0,154.12344360351562,14381400
2023-07-25,157.3000030517578,157.72000122070312,155.9600067138672,156.82000732421875,152.972412109375,9944700
2023-07-26,156.7100067138672,158.25,156.27999877929688,157.75999450683594,153.8893280029297,8728600
2023-07-27,157.77000427246094,158.77999877929688,155.5500030517578,156.02000427246094,152.19204711914062,10778400
2023-07-28,157.27999877929688,157.60000610351562,156.44000244140625,156.91000366210938,153.0601806640625,9103800
2023-07-31,157.17999267578125,159.3800048828125,157.14999389648438,157.9600067138672,154.08444213867188,8892700
2023-08-01,157.42999267578125,158.0,156.14999389648438,157.17999267578125,153.3235626220703,6853900
2023-08-02,155.55999755859375,155.69000244140625,153.94000244140625,155.39999389648438,151.5872344970703,8299400
2023-08-03,155.0,156.9199981689453,154.35000610351562,156.35000610351562,152.51394653320312,6084000
2023-08-04,156.39999389648438,157.8000030517578,155.6999969482422,156.02000427246094,152.19204711914062,6206600
2023-08-07,156.60000610351562,157.6999969482422,156.60000610351562,156.75999450683594,152.91387939453125,7251800
2023-08-08,154.32000732421875,155.97999572753906,152.58999633789062,155.8800048828125,152.0554656982422,8623400
2023-08-09,155.32000732421875,155.52000427246094,153.47000122070312,153.7899932861328,150.01673889160156,6277800
2023-08-10,154.3800048828125,155.44000244140625,153.08999633789062,153.55999755859375,149.79238891601562,5995100
2023-08-11,153.02999877929688,154.52000427246094,152.6300048828125,154.4499969482422,150.66053771972656,5178000
2023-08-14,153.61000061035156,154.9199981689453,152.9199981689453,154.77000427246094,150.97271728515625,5044300
2023-08-15,152.85000610351562,153.27000427246094,150.22999572753906,150.8300018310547,147.12936401367188,10300300
2023-08-16,150.60000610351562,150.9600067138672,149.67999267578125,150.19000244140625,146.50506591796875,6978200
2023-08-17,150.8800048828125,151.25999450683594,148.39999389648438,148.6300048828125,144.98333740234375,9953900
2023-08-18,147.64999389648438,149.5,147.44000244140625,148.97000122070312,145.3150177001953,8516900
2023-08-21,149.64999389648438,150.10000610351562,148.02000427246094,149.47999572753906,145.81248474121094,8327000
2023-08-22,149.25999450683594,149.63999938964844,145.85000610351562,146.3800048828125,142.78855895996094,9682000
2023-08-23,146.35000610351562,147.58999633789062,145.4600067138672,147.3699951171875,143.75425720214844,7858000
2023-08-24,147.5,149.41000366210938,146.99000549316406,147.22999572753906,143.61767578125,6534000
2023-08-25,147.27999877929688,148.6199951171875,145.85000610351562,147.0500030517578,143.44210815429688,6695500
2023-08-28,147.57000732421875,148.61000061035156,147.1300048828125,147.55999755859375,143.93960571289062,5094100
2023-08-29,147.7100067138672,148.85000610351562,147.17999267578125,148.75999450683594,145.11013793945312,6337000
2023-08-30,148.6199951171875,149.14999389648438,147.19000244140625,148.16000366210938,144.52488708496094,6277300
2023-08-31,148.25999450683594,148.35000610351562,145.9600067138672,146.3300018310547,142.73977661132812,10933900
2023-09-01,146.08999633789062,148.0800018310547,145.6999969482422,146.82000732421875,143.21775817871094,7902100
2023-09-05,147.16000366210938,148.2100067138672,145.00999450683594,145.1999969482422,141.63751220703125,7854700
